minute_of_day,down_total_mbps,up_total_mbps,down_long_form_streaming,down_short_form_video,down_video_calls,down_cloud_gaming,down_game_downloads,down_web_browsing,down_security_cameras,up_long_form_streaming,up_short_form_video,up_video_calls,up_cloud_gaming,up_game_downloads,up_web_browsing,up_security_cameras
756,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
757,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
758,1.939953306259578,1.494102533043223,0.0,0.0,0.0,0.0,0.0,0.3876145643370845,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.01938072821685423,1.4747218048263686
759,1.939953306259578,1.494102533043223,0.0,0.0,0.0,0.0,0.0,0.3876145643370845,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.01938072821685423,1.4747218048263686
760,1.939953306259578,1.494102533043223,0.0,0.0,0.0,0.0,0.0,0.3876145643370845,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.01938072821685423,1.4747218048263686
761,6.809639230666805,1.60026798823432,4.57729470097547,0.0,0.0,0.0,0.0,0.6800057877688422,1.5523387419224934,0.0915458940195094,0.0,0.0,0.0,0.0,0.034000289388442115,1.4747218048263686
762,6.380305512187192,1.5788013023103393,4.57729470097547,0.0,0.0,0.0,0.0,0.25067206928922814,1.5523387419224934,0.0915458940195094,0.0,0.0,0.0,0.0,0.012533603464461408,1.4747218048263686
763,6.400064026162502,1.5797892280091048,4.57729470097547,0.0,0.0,0.0,0.0,0.27043058326453856,1.5523387419224934,0.0915458940195094,0.0,0.0,0.0,0.0,0.01352152916322693,1.4747218048263686
764,6.400064026162502,1.5797892280091048,4.57729470097547,0.0,0.0,0.0,0.0,0.27043058326453856,1.5523387419224934,0.0915458940195094,0.0,0.0,0.0,0.0,0.01352152916322693,1.4747218048263686
765,6.129633442897964,1.566267698845878,4.57729470097547,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0915458940195094,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
766,6.129633442897964,1.566267698845878,4.57729470097547,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0915458940195094,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
767,6.41180248578674,1.580376150990317,4.57729470097547,0.0,0.0,0.0,0.0,0.2821690428887774,1.5523387419224934,0.0915458940195094,0.0,0.0,0.0,0.0,0.014108452144438871,1.4747218048263686
768,6.41180248578674,1.580376150990317,4.57729470097547,0.0,0.0,0.0,0.0,0.2821690428887774,1.5523387419224934,0.0915458940195094,0.0,0.0,0.0,0.0,0.014108452144438871,1.4747218048263686
769,7.635450123069768,1.5813258656475961,4.57729470097547,1.5058166801718045,0.0,0.0,0.0,0.0,1.5523387419224934,0.0915458940195094,0.015058166801718046,0.0,0.0,0.0,0.0,1.4747218048263686
770,7.635450123069768,1.5813258656475961,4.57729470097547,1.5058166801718045,0.0,0.0,0.0,0.0,1.5523387419224934,0.0915458940195094,0.015058166801718046,0.0,0.0,0.0,0.0,1.4747218048263686
771,7.635450123069768,1.5813258656475961,4.57729470097547,1.5058166801718045,0.0,0.0,0.0,0.0,1.5523387419224934,0.0915458940195094,0.015058166801718046,0.0,0.0,0.0,0.0,1.4747218048263686
772,7.635450123069768,1.5813258656475961,4.57729470097547,1.5058166801718045,0.0,0.0,0.0,0.0,1.5523387419224934,0.0915458940195094,0.015058166801718046,0.0,0.0,0.0,0.0,1.4747218048263686
773,7.635450123069768,1.5813258656475961,4.57729470097547,1.5058166801718045,0.0,0.0,0.0,0.0,1.5523387419224934,0.0915458940195094,0.015058166801718046,0.0,0.0,0.0,0.0,1.4747218048263686
774,7.635450123069768,1.5813258656475961,4.57729470097547,1.5058166801718045,0.0,0.0,0.0,0.0,1.5523387419224934,0.0915458940195094,0.015058166801718046,0.0,0.0,0.0,0.0,1.4747218048263686
775,6.129633442897964,1.566267698845878,4.57729470097547,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0915458940195094,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
776,6.129633442897964,1.566267698845878,4.57729470097547,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0915458940195094,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
777,6.129633442897964,1.566267698845878,4.57729470097547,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0915458940195094,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
778,6.129633442897964,1.566267698845878,4.57729470097547,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0915458940195094,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
779,6.129633442897964,1.566267698845878,4.57729470097547,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0915458940195094,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
780,6.129633442897964,1.566267698845878,4.57729470097547,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0915458940195094,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
781,6.129633442897964,1.566267698845878,4.57729470097547,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0915458940195094,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
782,6.129633442897964,1.566267698845878,4.57729470097547,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0915458940195094,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
783,6.129633442897964,1.566267698845878,4.57729470097547,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0915458940195094,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
784,6.129633442897964,1.566267698845878,4.57729470097547,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0915458940195094,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
785,6.129633442897964,1.566267698845878,4.57729470097547,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0915458940195094,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
786,6.129633442897964,1.566267698845878,4.57729470097547,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0915458940195094,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
787,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
788,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
789,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
790,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
791,1.8002325070191212,1.4871164930812,0.0,0.0,0.0,0.0,0.0,0.24789376509662772,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.012394688254831386,1.4747218048263686
792,1.8002325070191212,1.4871164930812,0.0,0.0,0.0,0.0,0.0,0.24789376509662772,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.012394688254831386,1.4747218048263686
793,1.8002325070191212,1.4871164930812,0.0,0.0,0.0,0.0,0.0,0.24789376509662772,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.012394688254831386,1.4747218048263686
794,2.6873830858380767,1.4860722482655244,0.0,1.1350443439155835,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.011350443439155835,0.0,0.0,0.0,0.0,1.4747218048263686
795,2.9426577777010183,1.4988359828586715,0.0,1.1350443439155835,0.0,0.0,0.0,0.25527469186294127,1.5523387419224934,0.0,0.011350443439155835,0.0,0.0,0.0,0.012763734593147065,1.4747218048263686
796,2.9426577777010183,1.4988359828586715,0.0,1.1350443439155835,0.0,0.0,0.0,0.25527469186294127,1.5523387419224934,0.0,0.011350443439155835,0.0,0.0,0.0,0.012763734593147065,1.4747218048263686
797,2.6873830858380767,1.4860722482655244,0.0,1.1350443439155835,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.011350443439155835,0.0,0.0,0.0,0.0,1.4747218048263686
798,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
799,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
800,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
801,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
802,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
803,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
804,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
805,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
806,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
807,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
808,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
809,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
810,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
811,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
812,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
813,1.821121851479782,1.488160960304233,0.0,0.0,0.0,0.0,0.0,0.2687831095572887,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.013439155477864435,1.4747218048263686
814,1.821121851479782,1.488160960304233,0.0,0.0,0.0,0.0,0.0,0.2687831095572887,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.013439155477864435,1.4747218048263686
815,1.821121851479782,1.488160960304233,0.0,0.0,0.0,0.0,0.0,0.2687831095572887,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.013439155477864435,1.4747218048263686
816,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
817,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
818,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
819,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
820,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
821,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
822,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
823,2.019493953956035,1.4980795654280457,0.0,0.0,0.0,0.0,0.0,0.4671552120335414,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.02335776060167707,1.4747218048263686
824,2.019493953956035,1.4980795654280457,0.0,0.0,0.0,0.0,0.0,0.4671552120335414,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.02335776060167707,1.4747218048263686
825,2.019493953956035,1.4980795654280457,0.0,0.0,0.0,0.0,0.0,0.4671552120335414,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.02335776060167707,1.4747218048263686
826,2.019493953956035,1.4980795654280457,0.0,0.0,0.0,0.0,0.0,0.4671552120335414,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.02335776060167707,1.4747218048263686
827,1.7425750860950733,1.4842336220349976,0.0,0.0,0.0,0.0,0.0,0.19023634417257995,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.009511817208628998,1.4747218048263686
828,1.9163938752097,1.492924561490729,0.0,0.0,0.0,0.0,0.0,0.3640551332872066,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.01820275666436033,1.4747218048263686
829,1.9163938752097,1.492924561490729,0.0,0.0,0.0,0.0,0.0,0.3640551332872066,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.01820275666436033,1.4747218048263686
830,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
831,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
832,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
833,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
834,6.165244993449214,1.566979929856903,4.61290625152672,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
835,6.165244993449214,1.566979929856903,4.61290625152672,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
836,6.401542519515337,1.578794806160209,4.61290625152672,0.0,0.0,0.0,0.0,0.23629752606612267,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.011814876303306134,1.4747218048263686
837,6.401542519515337,1.578794806160209,4.61290625152672,0.0,0.0,0.0,0.0,0.23629752606612267,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.011814876303306134,1.4747218048263686
838,6.165244993449214,1.566979929856903,4.61290625152672,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
839,6.165244993449214,1.566979929856903,4.61290625152672,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
840,6.165244993449214,1.566979929856903,4.61290625152672,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
841,6.165244993449214,1.566979929856903,4.61290625152672,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
842,6.165244993449214,1.566979929856903,4.61290625152672,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
843,6.165244993449214,1.566979929856903,4.61290625152672,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
844,6.165244993449214,1.566979929856903,4.61290625152672,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
845,6.165244993449214,1.566979929856903,4.61290625152672,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
846,6.165244993449214,1.566979929856903,4.61290625152672,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
847,6.165244993449214,1.566979929856903,4.61290625152672,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
848,6.165244993449214,1.566979929856903,4.61290625152672,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
849,6.165244993449214,1.566979929856903,4.61290625152672,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
850,6.165244993449214,1.566979929856903,4.61290625152672,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
851,6.165244993449214,1.566979929856903,4.61290625152672,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
852,6.165244993449214,1.566979929856903,4.61290625152672,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
853,6.165244993449214,1.566979929856903,4.61290625152672,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
854,6.165244993449214,1.566979929856903,4.61290625152672,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
855,6.165244993449214,1.566979929856903,4.61290625152672,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
856,6.165244993449214,1.566979929856903,4.61290625152672,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
857,6.165244993449214,1.566979929856903,4.61290625152672,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
858,6.165244993449214,1.566979929856903,4.61290625152672,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
859,6.165244993449214,1.566979929856903,4.61290625152672,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
860,6.165244993449214,1.566979929856903,4.61290625152672,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
861,6.598771377559856,1.5886562490624352,4.61290625152672,0.0,0.0,0.0,0.0,0.43352638411064315,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.02167631920553216,1.4747218048263686
862,6.598771377559856,1.5886562490624352,4.61290625152672,0.0,0.0,0.0,0.0,0.43352638411064315,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.02167631920553216,1.4747218048263686
863,6.375828586874036,1.5775091095281442,4.61290625152672,0.0,0.0,0.0,0.0,0.21058359342482302,1.5523387419224934,0.0922581250305344,0.0,0.0,0.0,0.0,0.010529179671241153,1.4747218048263686
864,1.7629223353473165,1.4852509844976098,0.0,0.0,0.0,0.0,0.0,0.21058359342482302,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.010529179671241153,1.4747218048263686
865,1.7629223353473165,1.4852509844976098,0.0,0.0,0.0,0.0,0.0,0.21058359342482302,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.010529179671241153,1.4747218048263686
866,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
867,3.3381791442493043,1.4925802088496367,0.0,1.7858404023268108,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.017858404023268108,0.0,0.0,0.0,0.0,1.4747218048263686
868,3.3381791442493043,1.4925802088496367,0.0,1.7858404023268108,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.017858404023268108,0.0,0.0,0.0,0.0,1.4747218048263686
869,3.3381791442493043,1.4925802088496367,0.0,1.7858404023268108,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.017858404023268108,0.0,0.0,0.0,0.0,1.4747218048263686
870,3.3381791442493043,1.4925802088496367,0.0,1.7858404023268108,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.017858404023268108,0.0,0.0,0.0,0.0,1.4747218048263686
871,3.6280304829983567,1.5070727757870894,0.0,1.7858404023268108,0.0,0.0,0.0,0.2898513387490525,1.5523387419224934,0.0,0.017858404023268108,0.0,0.0,0.0,0.014492566937452626,1.4747218048263686
872,3.6280304829983567,1.5070727757870894,0.0,1.7858404023268108,0.0,0.0,0.0,0.2898513387490525,1.5523387419224934,0.0,0.017858404023268108,0.0,0.0,0.0,0.014492566937452626,1.4747218048263686
873,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
874,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
875,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
876,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
877,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
878,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
879,3.5287294413001913,1.4944857118201456,0.0,1.9763906993776978,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.01976390699377698,0.0,0.0,0.0,0.0,1.4747218048263686
880,3.5287294413001913,1.4944857118201456,0.0,1.9763906993776978,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.01976390699377698,0.0,0.0,0.0,0.0,1.4747218048263686
881,3.5287294413001913,1.4944857118201456,0.0,1.9763906993776978,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.01976390699377698,0.0,0.0,0.0,0.0,1.4747218048263686
882,3.5287294413001913,1.4944857118201456,0.0,1.9763906993776978,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.01976390699377698,0.0,0.0,0.0,0.0,1.4747218048263686
883,3.939096667506034,1.5150040731304377,0.0,1.9763906993776978,0.0,0.0,0.0,0.410367226205843,1.5523387419224934,0.0,0.01976390699377698,0.0,0.0,0.0,0.020518361310292152,1.4747218048263686
884,3.939096667506034,1.5150040731304377,0.0,1.9763906993776978,0.0,0.0,0.0,0.410367226205843,1.5523387419224934,0.0,0.01976390699377698,0.0,0.0,0.0,0.020518361310292152,1.4747218048263686
885,3.939096667506034,1.5150040731304377,0.0,1.9763906993776978,0.0,0.0,0.0,0.410367226205843,1.5523387419224934,0.0,0.01976390699377698,0.0,0.0,0.0,0.020518361310292152,1.4747218048263686
886,3.939096667506034,1.5150040731304377,0.0,1.9763906993776978,0.0,0.0,0.0,0.410367226205843,1.5523387419224934,0.0,0.01976390699377698,0.0,0.0,0.0,0.020518361310292152,1.4747218048263686
887,3.5287294413001913,1.4944857118201456,0.0,1.9763906993776978,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.01976390699377698,0.0,0.0,0.0,0.0,1.4747218048263686
888,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
889,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
890,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
891,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
892,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
893,1.7745081403989715,1.4858302747501926,0.0,0.0,0.0,0.0,0.0,0.22216939847647799,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0111084699238239,1.4747218048263686
894,1.7745081403989715,1.4858302747501926,0.0,0.0,0.0,0.0,0.0,0.22216939847647799,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0111084699238239,1.4747218048263686
895,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
896,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
897,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
898,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
899,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
900,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
901,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
902,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
903,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
904,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
