minute_of_day,down_total_mbps,up_total_mbps,down_long_form_streaming,down_short_form_video,down_video_calls,down_cloud_gaming,down_game_downloads,down_web_browsing,down_security_cameras,up_long_form_streaming,up_short_form_video,up_video_calls,up_cloud_gaming,up_game_downloads,up_web_browsing,up_security_cameras
394,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
395,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
396,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
397,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
398,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
399,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
400,2.42921042738537,1.5185653890995126,0.0,0.0,0.0,0.0,0.0,0.8768716854628769,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.043843584273143846,1.4747218048263686
401,2.42921042738537,1.5185653890995126,0.0,0.0,0.0,0.0,0.0,0.8768716854628769,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.043843584273143846,1.4747218048263686
402,1.9821051071431588,1.4962101230874019,0.0,0.0,0.0,0.0,0.0,0.4297663652206653,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.021488318261033267,1.4747218048263686
403,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
404,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
405,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
406,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
407,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
408,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
409,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
410,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
411,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
412,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
413,2.998322795181457,1.4891816453589581,0.0,1.4459840532589636,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.014459840532589637,0.0,0.0,0.0,0.0,1.4747218048263686
414,2.998322795181457,1.4891816453589581,0.0,1.4459840532589636,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.014459840532589637,0.0,0.0,0.0,0.0,1.4747218048263686
415,2.998322795181457,1.4891816453589581,0.0,1.4459840532589636,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.014459840532589637,0.0,0.0,0.0,0.0,1.4747218048263686
416,2.998322795181457,1.4891816453589581,0.0,1.4459840532589636,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.014459840532589637,0.0,0.0,0.0,0.0,1.4747218048263686
417,7.87481418869138,1.5867114732291567,4.876491393509922,1.4459840532589636,0.0,0.0,0.0,0.0,1.5523387419224934,0.09752982787019844,0.014459840532589637,0.0,0.0,0.0,0.0,1.4747218048263686
418,7.87481418869138,1.5867114732291567,4.876491393509922,1.4459840532589636,0.0,0.0,0.0,0.0,1.5523387419224934,0.09752982787019844,0.014459840532589637,0.0,0.0,0.0,0.0,1.4747218048263686
419,7.87481418869138,1.5867114732291567,4.876491393509922,1.4459840532589636,0.0,0.0,0.0,0.0,1.5523387419224934,0.09752982787019844,0.014459840532589637,0.0,0.0,0.0,0.0,1.4747218048263686
420,6.428830135432415,1.572251632696567,4.876491393509922,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.09752982787019844,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
421,6.428830135432415,1.572251632696567,4.876491393509922,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.09752982787019844,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
422,6.428830135432415,1.572251632696567,4.876491393509922,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.09752982787019844,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
423,6.428830135432415,1.572251632696567,4.876491393509922,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.09752982787019844,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
424,9.639013238913213,1.636455294766183,8.08667449699072,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.16173348993981437,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
425,9.639013238913213,1.636455294766183,8.08667449699072,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.16173348993981437,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
426,9.639013238913213,1.636455294766183,8.08667449699072,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.16173348993981437,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
427,9.639013238913213,1.636455294766183,8.08667449699072,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.16173348993981437,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
428,9.639013238913213,1.636455294766183,8.08667449699072,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.16173348993981437,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
429,9.639013238913213,1.636455294766183,8.08667449699072,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.16173348993981437,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
430,9.639013238913213,1.636455294766183,8.08667449699072,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.16173348993981437,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
431,9.639013238913213,1.636455294766183,8.08667449699072,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.16173348993981437,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
432,9.887977981850899,1.6489035319130672,8.08667449699072,0.0,0.0,0.0,0.0,0.24896474293768514,1.5523387419224934,0.16173348993981437,0.0,0.0,0.0,0.0,0.012448237146884257,1.4747218048263686
433,9.887977981850899,1.6489035319130672,8.08667449699072,0.0,0.0,0.0,0.0,0.24896474293768514,1.5523387419224934,0.16173348993981437,0.0,0.0,0.0,0.0,0.012448237146884257,1.4747218048263686
434,9.887977981850899,1.6489035319130672,8.08667449699072,0.0,0.0,0.0,0.0,0.24896474293768514,1.5523387419224934,0.16173348993981437,0.0,0.0,0.0,0.0,0.012448237146884257,1.4747218048263686
435,9.887977981850899,1.6489035319130672,8.08667449699072,0.0,0.0,0.0,0.0,0.24896474293768514,1.5523387419224934,0.16173348993981437,0.0,0.0,0.0,0.0,0.012448237146884257,1.4747218048263686
436,11.644141937413615,1.6664651714686944,8.08667449699072,1.7561639555627155,0.0,0.0,0.0,0.24896474293768514,1.5523387419224934,0.16173348993981437,0.017561639555627156,0.0,0.0,0.0,0.012448237146884257,1.4747218048263686
437,11.395177194475929,1.65401693432181,8.08667449699072,1.7561639555627155,0.0,0.0,0.0,0.0,1.5523387419224934,0.16173348993981437,0.017561639555627156,0.0,0.0,0.0,0.0,1.4747218048263686
438,11.395177194475929,1.65401693432181,8.08667449699072,1.7561639555627155,0.0,0.0,0.0,0.0,1.5523387419224934,0.16173348993981437,0.017561639555627156,0.0,0.0,0.0,0.0,1.4747218048263686
439,11.395177194475929,1.65401693432181,8.08667449699072,1.7561639555627155,0.0,0.0,0.0,0.0,1.5523387419224934,0.16173348993981437,0.017561639555627156,0.0,0.0,0.0,0.0,1.4747218048263686
440,11.395177194475929,1.65401693432181,8.08667449699072,1.7561639555627155,0.0,0.0,0.0,0.0,1.5523387419224934,0.16173348993981437,0.017561639555627156,0.0,0.0,0.0,0.0,1.4747218048263686
441,11.395177194475929,1.65401693432181,8.08667449699072,1.7561639555627155,0.0,0.0,0.0,0.0,1.5523387419224934,0.16173348993981437,0.017561639555627156,0.0,0.0,0.0,0.0,1.4747218048263686
442,11.395177194475929,1.65401693432181,8.08667449699072,1.7561639555627155,0.0,0.0,0.0,0.0,1.5523387419224934,0.16173348993981437,0.017561639555627156,0.0,0.0,0.0,0.0,1.4747218048263686
443,11.395177194475929,1.65401693432181,8.08667449699072,1.7561639555627155,0.0,0.0,0.0,0.0,1.5523387419224934,0.16173348993981437,0.017561639555627156,0.0,0.0,0.0,0.0,1.4747218048263686
444,11.395177194475929,1.65401693432181,8.08667449699072,1.7561639555627155,0.0,0.0,0.0,0.0,1.5523387419224934,0.16173348993981437,0.017561639555627156,0.0,0.0,0.0,0.0,1.4747218048263686
445,6.518685800966006,1.5564871064516117,3.2101831034807966,1.7561639555627155,0.0,0.0,0.0,0.0,1.5523387419224934,0.06420366206961593,0.017561639555627156,0.0,0.0,0.0,0.0,1.4747218048263686
446,6.518685800966006,1.5564871064516117,3.2101831034807966,1.7561639555627155,0.0,0.0,0.0,0.0,1.5523387419224934,0.06420366206961593,0.017561639555627156,0.0,0.0,0.0,0.0,1.4747218048263686
447,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
448,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
449,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
450,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
451,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
452,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
453,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
454,1.7750159312361589,1.485855664292052,0.0,0.0,0.0,0.0,0.0,0.22267718931366542,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.011133859465683273,1.4747218048263686
455,1.7750159312361589,1.485855664292052,0.0,0.0,0.0,0.0,0.0,0.22267718931366542,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.011133859465683273,1.4747218048263686
456,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
457,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
458,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
459,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
460,1.8546880282107876,1.4898392691407834,0.0,0.0,0.0,0.0,0.0,0.30234928628829416,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.015117464314414708,1.4747218048263686
461,1.8546880282107876,1.4898392691407834,0.0,0.0,0.0,0.0,0.0,0.30234928628829416,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.015117464314414708,1.4747218048263686
462,1.8546880282107876,1.4898392691407834,0.0,0.0,0.0,0.0,0.0,0.30234928628829416,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.015117464314414708,1.4747218048263686
463,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
464,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
465,1.8698352870184007,1.4905966320811639,0.0,0.0,0.0,0.0,0.0,0.3174965450959072,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.01587482725479536,1.4747218048263686
466,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
467,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
468,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
469,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
470,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
471,1.7727490624654303,1.4857423208535154,0.0,0.0,0.0,0.0,0.0,0.2204103205429369,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.011020516027146847,1.4747218048263686
472,1.7727490624654303,1.4857423208535154,0.0,0.0,0.0,0.0,0.0,0.2204103205429369,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.011020516027146847,1.4747218048263686
473,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
474,2.1743628660347962,1.5058230110319837,0.0,0.0,0.0,0.0,0.0,0.6220241241123026,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.03110120620561513,1.4747218048263686
475,2.1743628660347962,1.5058230110319837,0.0,0.0,0.0,0.0,0.0,0.6220241241123026,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.03110120620561513,1.4747218048263686
476,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
477,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
478,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
479,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
480,3.4975567625039767,1.4941739850321833,0.0,1.9452180205814833,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.019452180205814833,0.0,0.0,0.0,0.0,1.4747218048263686
481,3.4975567625039767,1.4941739850321833,0.0,1.9452180205814833,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.019452180205814833,0.0,0.0,0.0,0.0,1.4747218048263686
482,3.4975567625039767,1.4941739850321833,0.0,1.9452180205814833,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.019452180205814833,0.0,0.0,0.0,0.0,1.4747218048263686
483,3.4975567625039767,1.4941739850321833,0.0,1.9452180205814833,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.019452180205814833,0.0,0.0,0.0,0.0,1.4747218048263686
484,3.4975567625039767,1.4941739850321833,0.0,1.9452180205814833,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.019452180205814833,0.0,0.0,0.0,0.0,1.4747218048263686
485,3.885068105923243,1.5135495522031468,0.0,1.9452180205814833,0.0,0.0,0.0,0.3875113434192663,1.5523387419224934,0.0,0.019452180205814833,0.0,0.0,0.0,0.019375567170963316,1.4747218048263686
486,1.9398500853417597,1.4940973719973318,0.0,0.0,0.0,0.0,0.0,0.3875113434192663,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.019375567170963316,1.4747218048263686
487,2.9139667576427133,1.4883380849835708,0.0,1.3616280157202199,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.013616280157202199,0.0,0.0,0.0,0.0,1.4747218048263686
488,2.9139667576427133,1.4883380849835708,0.0,1.3616280157202199,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.013616280157202199,0.0,0.0,0.0,0.0,1.4747218048263686
489,2.9139667576427133,1.4883380849835708,0.0,1.3616280157202199,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.013616280157202199,0.0,0.0,0.0,0.0,1.4747218048263686
490,2.9139667576427133,1.4883380849835708,0.0,1.3616280157202199,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.013616280157202199,0.0,0.0,0.0,0.0,1.4747218048263686
491,2.9139667576427133,1.4883380849835708,0.0,1.3616280157202199,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.013616280157202199,0.0,0.0,0.0,0.0,1.4747218048263686
492,8.69893236621121,1.6040373971549406,5.784965608568496,1.3616280157202199,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.013616280157202199,0.0,0.0,0.0,0.0,1.4747218048263686
493,8.69893236621121,1.6040373971549406,5.784965608568496,1.3616280157202199,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.013616280157202199,0.0,0.0,0.0,0.0,1.4747218048263686
494,8.69893236621121,1.6040373971549406,5.784965608568496,1.3616280157202199,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.013616280157202199,0.0,0.0,0.0,0.0,1.4747218048263686
495,8.69893236621121,1.6040373971549406,5.784965608568496,1.3616280157202199,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.013616280157202199,0.0,0.0,0.0,0.0,1.4747218048263686
496,8.69893236621121,1.6040373971549406,5.784965608568496,1.3616280157202199,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.013616280157202199,0.0,0.0,0.0,0.0,1.4747218048263686
497,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
498,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
499,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
500,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
501,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
502,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
503,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
504,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
505,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
506,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
507,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
508,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
509,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
510,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
511,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
512,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
513,7.516163534846388,1.5993640762155086,5.784965608568496,0.0,0.0,0.0,0.0,0.17885918435539888,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.008942959217769945,1.4747218048263686
514,7.516163534846388,1.5993640762155086,5.784965608568496,0.0,0.0,0.0,0.0,0.17885918435539888,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.008942959217769945,1.4747218048263686
515,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
516,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
517,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
518,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
519,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
520,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
521,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
522,7.594664476644047,1.6032891233053914,5.784965608568496,0.0,0.0,0.0,0.0,0.2573601261530577,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.012868006307652885,1.4747218048263686
523,7.594664476644047,1.6032891233053914,5.784965608568496,0.0,0.0,0.0,0.0,0.2573601261530577,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.012868006307652885,1.4747218048263686
524,7.594664476644047,1.6032891233053914,5.784965608568496,0.0,0.0,0.0,0.0,0.2573601261530577,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.012868006307652885,1.4747218048263686
525,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
526,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
527,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
528,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
529,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
530,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
531,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
532,7.337304350490989,1.5904211169977385,5.784965608568496,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11569931217136992,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
533,12.984589588794188,1.7033668217638025,11.432250846871694,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.2286450169374339,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
534,12.984589588794188,1.7033668217638025,11.432250846871694,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.2286450169374339,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
535,12.984589588794188,1.7033668217638025,11.432250846871694,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.2286450169374339,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
536,7.199623980225692,1.5876675095924326,5.647285238303199,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11294570476606397,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
537,7.199623980225692,1.5876675095924326,5.647285238303199,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11294570476606397,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
538,7.199623980225692,1.5876675095924326,5.647285238303199,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11294570476606397,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
539,7.199623980225692,1.5876675095924326,5.647285238303199,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11294570476606397,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
540,7.577573177592345,1.6065649694607653,5.647285238303199,0.0,0.0,0.0,0.0,0.37794919736665344,1.5523387419224934,0.11294570476606397,0.0,0.0,0.0,0.0,0.018897459868332675,1.4747218048263686
